NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN	GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN		30	0.5319191	1.4834738	0.018090453	0.6028344	1.0	458	tags=37%, list=15%, signal=42%	
GSE25088_CTRL_VS_IL4_STIM_MACROPHAGE_UP	GSE25088_CTRL_VS_IL4_STIM_MACROPHAGE_UP		29	0.5336259	1.4817433	0.019038076	0.6093	1.0	338	tags=24%, list=11%, signal=27%	
GSE11961_MEMORY_BCELL_DAY7_VS_PLASMA_CELL_DAY7_DN	GSE11961_MEMORY_BCELL_DAY7_VS_PLASMA_CELL_DAY7_DN		47	0.5130698	1.4777243	0.007	0.63176477	1.0	376	tags=30%, list=12%, signal=33%	
GSE20366_EX_VIVO_VS_DEC205_CONVERSION_NAIVE_CD4_TCELL_DN	GSE20366_EX_VIVO_VS_DEC205_CONVERSION_NAIVE_CD4_TCELL_DN		26	0.53870416	1.474583	0.018126888	0.6494	1.0	955	tags=58%, list=30%, signal=82%	
GSE4748_LPS_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_DN	GSE4748_LPS_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_DN		26	0.53646857	1.4740094	0.022044089	0.6473061	1.0	727	tags=50%, list=23%, signal=64%	
GSE16385_UNTREATED_VS_12H_IL4_TREATED_MACROPHAGE_UP	GSE16385_UNTREATED_VS_12H_IL4_TREATED_MACROPHAGE_UP		22	0.54164994	1.4728497	0.03340081	0.64957947	1.0	604	tags=32%, list=19%, signal=39%	
GSE33162_HDAC3_KO_VS_HDAC3_KO_4H_LPS_STIM_MACROPHAGE_DN	GSE33162_HDAC3_KO_VS_HDAC3_KO_4H_LPS_STIM_MACROPHAGE_DN		23	0.5465361	1.4715086	0.028197382	0.65355027	1.0	466	tags=39%, list=15%, signal=46%	
GSE1460_DP_VS_CD4_THYMOCYTE_DN	GSE1460_DP_VS_CD4_THYMOCYTE_DN		42	0.5085921	1.4702322	0.012012012	0.657076	1.0	338	tags=33%, list=11%, signal=37%	
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_DN	GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_DN		52	0.49965745	1.4693172	0.005	0.6580067	1.0	703	tags=46%, list=22%, signal=58%	
GSE13522_WT_VS_IFNAR_KO_SKING_T_CRUZI_Y_STRAIN_INF_DN	GSE13522_WT_VS_IFNAR_KO_SKING_T_CRUZI_Y_STRAIN_INF_DN		31	0.5316187	1.4691174	0.018072288	0.65370107	1.0	947	tags=58%, list=30%, signal=82%	
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNAR_KO_UP	GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNAR_KO_UP		45	0.50357604	1.4676917	0.013	0.6578182	1.0	849	tags=51%, list=27%, signal=69%	
GSE23568_ID3_TRANSDUCED_VS_ID3_KO_CD8_TCELL_UP	GSE23568_ID3_TRANSDUCED_VS_ID3_KO_CD8_TCELL_UP		52	0.49356386	1.4673336	0.005	0.6547356	1.0	832	tags=52%, list=26%, signal=69%	
GSE7852_TREG_VS_TCONV_LN_DN	GSE7852_TREG_VS_TCONV_LN_DN		45	0.5058805	1.4665221	0.01	0.65487653	1.0	777	tags=49%, list=25%, signal=64%	
GSE8685_IL2_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_DN	GSE8685_IL2_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_DN		33	0.51179224	1.4630522	0.019019019	0.67567027	1.0	134	tags=15%, list=4%, signal=16%	
GSE7831_UNSTIM_VS_CPG_STIM_PDC_4H_DN	GSE7831_UNSTIM_VS_CPG_STIM_PDC_4H_DN		24	0.5399668	1.4601368	0.021190716	0.6921049	1.0	383	tags=29%, list=12%, signal=33%	
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_UP	GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_UP		135	0.47062945	1.4577742	0.0	0.70513976	1.0	958	tags=51%, list=30%, signal=70%	
GSE33162_HDAC3_KO_VS_HDAC3_KO_MACROPHAGE_UP	GSE33162_HDAC3_KO_VS_HDAC3_KO_MACROPHAGE_UP		31	0.52304196	1.4576098	0.019057171	0.7005358	1.0	788	tags=35%, list=25%, signal=47%	
GSE30083_SP3_VS_SP4_THYMOCYTE_UP	GSE30083_SP3_VS_SP4_THYMOCYTE_UP		20	0.54809064	1.4574724	0.032520324	0.6957864	1.0	503	tags=40%, list=16%, signal=47%	
GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_DN	GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_DN		19	0.55385107	1.4558318	0.040774718	0.7029127	1.0	937	tags=53%, list=30%, signal=74%	
GSE26928_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP	GSE26928_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP		53	0.49759015	1.4549865	0.005	0.7036209	1.0	1193	tags=66%, list=38%, signal=104%	
GSE10147_IL3_AND_HIVP17_VS_IL3_AND_CPG_STIM_PDC_DN	GSE10147_IL3_AND_HIVP17_VS_IL3_AND_CPG_STIM_PDC_DN		28	0.52774465	1.4522593	0.030181086	0.7193226	1.0	876	tags=50%, list=28%, signal=69%	
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_FETAL_DN	GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_FETAL_DN		48	0.50040174	1.4518489	0.011	0.7163828	1.0	658	tags=44%, list=21%, signal=54%	
GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY6_POST_IMMUNIZATION_DN	GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY6_POST_IMMUNIZATION_DN		42	0.502213	1.450972	0.016	0.7177932	1.0	502	tags=36%, list=16%, signal=42%	
GSE10240_CTRL_VS_IL17_AND_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_DN	GSE10240_CTRL_VS_IL17_AND_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_DN		27	0.5241117	1.4492894	0.031155778	0.72509825	1.0	467	tags=30%, list=15%, signal=34%	
GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_DN	GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_DN		53	0.4931724	1.4491539	0.007	0.7205563	1.0	789	tags=42%, list=25%, signal=54%	
GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN	GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN		45	0.50591993	1.4487249	0.007	0.71830606	1.0	668	tags=36%, list=21%, signal=44%	
GSE22443_NAIVE_VS_ACT_AND_IL2_TREATED_CD8_TCELL_DN	GSE22443_NAIVE_VS_ACT_AND_IL2_TREATED_CD8_TCELL_DN		25	0.5316857	1.4487058	0.037336025	0.7129712	1.0	723	tags=48%, list=23%, signal=62%	
GSE45365_HEALTHY_VS_MCMV_INFECTION_CD11B_DC_IFNAR_KO_UP	GSE45365_HEALTHY_VS_MCMV_INFECTION_CD11B_DC_IFNAR_KO_UP		49	0.49305835	1.4466397	0.008	0.7240466	1.0	1032	tags=53%, list=33%, signal=78%	
GSE17974_0H_VS_0.5H_IN_VITRO_ACT_CD4_TCELL_UP	GSE17974_0H_VS_0.5H_IN_VITRO_ACT_CD4_TCELL_UP		28	0.52758354	1.4462693	0.019095477	0.72148263	1.0	894	tags=54%, list=28%, signal=74%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_2H_ACT_CD4_TCELL_UP	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_2H_ACT_CD4_TCELL_UP		45	0.49454117	1.4453666	0.013	0.72317517	1.0	998	tags=51%, list=32%, signal=74%	
GSE13306_RA_VS_UNTREATED_TREG_DN	GSE13306_RA_VS_UNTREATED_TREG_DN		25	0.5186422	1.4439641	0.04016064	0.72853434	1.0	476	tags=32%, list=15%, signal=37%	
GSE36078_UNTREATED_VS_AD5_T425A_HEXON_INF_MOUSE_LUNG_DC_UP	GSE36078_UNTREATED_VS_AD5_T425A_HEXON_INF_MOUSE_LUNG_DC_UP		40	0.5031853	1.4436392	0.016048145	0.7255537	1.0	1015	tags=60%, list=32%, signal=87%	
GSE17721_CPG_VS_GARDIQUIMOD_12H_BMDC_UP	GSE17721_CPG_VS_GARDIQUIMOD_12H_BMDC_UP		17	0.55195117	1.443631	0.04855372	0.7202844	1.0	644	tags=47%, list=20%, signal=59%	
GSE36078_UNTREATED_VS_AD5_INF_IL1R_KO_MOUSE_LUNG_DC_UP	GSE36078_UNTREATED_VS_AD5_INF_IL1R_KO_MOUSE_LUNG_DC_UP		41	0.50161135	1.4419848	0.017017016	0.72816706	1.0	1008	tags=54%, list=32%, signal=78%	
GSE24726_WT_VS_E2_2_KO_PDC_DN	GSE24726_WT_VS_E2_2_KO_PDC_DN		32	0.5091393	1.4404013	0.022044089	0.7353326	1.0	598	tags=41%, list=19%, signal=50%	
GSE25087_FETAL_VS_ADULT_TCONV_UP	GSE25087_FETAL_VS_ADULT_TCONV_UP		26	0.52359325	1.4386355	0.03209629	0.7440409	1.0	471	tags=19%, list=15%, signal=22%	
GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_UP	GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_UP		18	0.5473609	1.4385489	0.047034767	0.73949116	1.0	925	tags=56%, list=29%, signal=78%	
GSE3982_BASOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP	GSE3982_BASOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP		22	0.5391335	1.4364945	0.041709054	0.7506485	1.0	341	tags=23%, list=11%, signal=25%	
GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN	GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN		15	0.56927556	1.431051	0.055900622	0.78957134	1.0	202	tags=27%, list=6%, signal=28%	
GSE13738_RESTING_VS_BYSTANDER_ACTIVATED_CD4_TCELL_UP	GSE13738_RESTING_VS_BYSTANDER_ACTIVATED_CD4_TCELL_UP		64	0.4769966	1.4302058	0.006	0.79106534	1.0	850	tags=47%, list=27%, signal=63%	
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_FETAL_UP	GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_FETAL_UP		29	0.5098874	1.4301969	0.032193158	0.78564066	1.0	995	tags=55%, list=32%, signal=80%	
GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_UP	GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_UP		48	0.48860788	1.4299033	0.01001001	0.78266925	1.0	1190	tags=63%, list=38%, signal=99%	
GSE22886_CD8_VS_CD4_NAIVE_TCELL_DN	GSE22886_CD8_VS_CD4_NAIVE_TCELL_DN		35	0.5076302	1.428745	0.022044089	0.78713953	1.0	403	tags=31%, list=13%, signal=36%	
GSE21670_STAT3_KO_VS_WT_CD4_TCELL_UP	GSE21670_STAT3_KO_VS_WT_CD4_TCELL_UP		31	0.5147649	1.4280341	0.03021148	0.7881839	1.0	1190	tags=61%, list=38%, signal=97%	
GSE25087_FETAL_VS_ADULT_TCONV_DN	GSE25087_FETAL_VS_ADULT_TCONV_DN		58	0.48222357	1.4275548	0.008	0.7868705	1.0	463	tags=28%, list=15%, signal=32%	
GSE17186_MEMORY_VS_CD21HIGH_TRANSITIONAL_BCELL_DN	GSE17186_MEMORY_VS_CD21HIGH_TRANSITIONAL_BCELL_DN		44	0.4868445	1.4264259	0.013	0.7910229	1.0	772	tags=43%, list=24%, signal=56%	
GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_UP	GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_UP		59	0.48466256	1.4264252	0.006	0.7857494	1.0	755	tags=44%, list=24%, signal=57%	
GSE6092_IFNG_VS_IFNG_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_UP	GSE6092_IFNG_VS_IFNG_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_UP		45	0.4907579	1.4242737	0.014	0.7985131	1.0	415	tags=27%, list=13%, signal=30%	
GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN	GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN		71	0.4786595	1.4231349	0.008	0.8033612	1.0	329	tags=24%, list=10%, signal=26%	
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4HIGH_SORTED_BCELL_DN	GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4HIGH_SORTED_BCELL_DN		17	0.5533317	1.4222391	0.05846154	0.80609226	1.0	217	tags=24%, list=7%, signal=25%	
GSE6674_PL2_3_VS_ANTI_IGM_AND_CPG_STIM_BCELL_DN	GSE6674_PL2_3_VS_ANTI_IGM_AND_CPG_STIM_BCELL_DN		56	0.48342088	1.4196049	0.009	0.8240431	1.0	985	tags=54%, list=31%, signal=76%	
GSE17974_0H_VS_4H_IN_VITRO_ACT_CD4_TCELL_UP	GSE17974_0H_VS_4H_IN_VITRO_ACT_CD4_TCELL_UP		42	0.49128598	1.4185572	0.015	0.8273473	1.0	707	tags=36%, list=22%, signal=45%	
GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_DN	GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_DN		43	0.4980854	1.4182024	0.02	0.824871	1.0	676	tags=37%, list=21%, signal=47%	
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_BALBC_MOUSE_DN	GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_BALBC_MOUSE_DN		32	0.5053738	1.4173774	0.028056113	0.82668215	1.0	749	tags=47%, list=24%, signal=61%	
GSE14415_FOXP3_KO_NATURAL_TREG_VS_TCONV_DN	GSE14415_FOXP3_KO_NATURAL_TREG_VS_TCONV_DN		68	0.47015518	1.4171733	0.015	0.8231506	1.0	786	tags=43%, list=25%, signal=56%	
GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_6H_IFNA_STIM_UP	GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_6H_IFNA_STIM_UP		20	0.5364019	1.4170548	0.057377048	0.8188715	1.0	450	tags=35%, list=14%, signal=41%	
GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_DN	GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_DN		37	0.5004892	1.416302	0.023069208	0.8202219	1.0	600	tags=41%, list=19%, signal=49%	
GSE21546_WT_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_UP	GSE21546_WT_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_UP		29	0.5155069	1.4151481	0.021105528	0.82498455	1.0	117	tags=21%, list=4%, signal=21%	
GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP	GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP		63	0.4796098	1.4143852	0.014	0.8266341	1.0	818	tags=44%, list=26%, signal=59%	
GSE45365_NK_CELL_VS_BCELL_DN	GSE45365_NK_CELL_VS_BCELL_DN		18	0.54503703	1.414009	0.051671732	0.82485265	1.0	756	tags=56%, list=24%, signal=73%	
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_16H_TSST_ACT_DN	GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_16H_TSST_ACT_DN		30	0.50412357	1.4129814	0.037111335	0.828781	1.0	210	tags=20%, list=7%, signal=21%	
GSE21546_UNSTIM_VS_ANTI_CD3_STIM_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_UP	GSE21546_UNSTIM_VS_ANTI_CD3_STIM_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_UP		15	0.5619153	1.4122053	0.053224154	0.83026487	1.0	135	tags=20%, list=4%, signal=21%	
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_2H_CD4_TCELL_UP	GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_2H_CD4_TCELL_UP		46	0.4856627	1.4102004	0.027027028	0.842747	1.0	794	tags=39%, list=25%, signal=52%	
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN	GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN		63	0.4785718	1.4099623	0.007	0.83992624	1.0	958	tags=49%, list=30%, signal=69%	
GSE3982_MEMORY_CD4_TCELL_VS_BCELL_UP	GSE3982_MEMORY_CD4_TCELL_VS_BCELL_UP		66	0.4728009	1.4087105	0.006	0.84595	1.0	889	tags=50%, list=28%, signal=68%	
GSE21380_TFH_VS_GERMINAL_CENTER_TFH_CD4_TCELL_UP	GSE21380_TFH_VS_GERMINAL_CENTER_TFH_CD4_TCELL_UP		20	0.5307232	1.4086652	0.05708461	0.8413725	1.0	567	tags=40%, list=18%, signal=48%	
GSE15624_CTRL_VS_3H_HALOFUGINONE_TREATED_CD4_TCELL_UP	GSE15624_CTRL_VS_3H_HALOFUGINONE_TREATED_CD4_TCELL_UP		41	0.48720342	1.408463	0.035	0.8382019	1.0	648	tags=32%, list=21%, signal=39%	
GSE43955_1H_VS_42H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN	GSE43955_1H_VS_42H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN		29	0.5110131	1.4072406	0.04008016	0.8439837	1.0	915	tags=48%, list=29%, signal=67%	
GSE5589_WT_VS_IL6_KO_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_DN	GSE5589_WT_VS_IL6_KO_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_DN		16	0.5397382	1.4068419	0.05985552	0.84259224	1.0	681	tags=50%, list=22%, signal=63%	
GSE360_CTRL_VS_L_MAJOR_DC_DN	GSE360_CTRL_VS_L_MAJOR_DC_DN		32	0.5019147	1.4058816	0.03306613	0.84640837	1.0	397	tags=28%, list=13%, signal=32%	
GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_3H_DN	GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_3H_DN		17	0.547668	1.4056928	0.06147541	0.84312785	1.0	882	tags=53%, list=28%, signal=73%	
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_GRAN_MONO_PROGENITOR_UP	GSE37301_HEMATOPOIETIC_STEM_CELL_VS_GRAN_MONO_PROGENITOR_UP		31	0.5045341	1.4056456	0.039156627	0.838695	1.0	378	tags=29%, list=12%, signal=33%	
GSE22886_NAIVE_TCELL_VS_MONOCYTE_UP	GSE22886_NAIVE_TCELL_VS_MONOCYTE_UP		134	0.45457014	1.4053774	0.002	0.8363234	1.0	944	tags=48%, list=30%, signal=65%	
GSE19198_6H_VS_24H_IL21_TREATED_TCELL_DN	GSE19198_6H_VS_24H_IL21_TREATED_TCELL_DN		26	0.503688	1.4046849	0.039078157	0.83743966	1.0	461	tags=27%, list=15%, signal=31%	
GSE17301_IFNA2_VS_IFNA2_AND_ACD3_ACD28_STIM_CD8_TCELL_DN	GSE17301_IFNA2_VS_IFNA2_AND_ACD3_ACD28_STIM_CD8_TCELL_DN		28	0.5055414	1.4043096	0.048144434	0.83595914	1.0	479	tags=36%, list=15%, signal=42%	
GSE3565_CTRL_VS_LPS_INJECTED_DUSP1_KO_SPLENOCYTES_DN	GSE3565_CTRL_VS_LPS_INJECTED_DUSP1_KO_SPLENOCYTES_DN		61	0.4719609	1.4012164	0.01	0.8581133	1.0	749	tags=39%, list=24%, signal=51%	
GSE6681_DELETED_FOXP3_VS_WT_TREG_UP	GSE6681_DELETED_FOXP3_VS_WT_TREG_UP		21	0.5267609	1.4007899	0.062054932	0.8569147	1.0	827	tags=43%, list=26%, signal=58%	
GSE23505_IL6_IL1_IL23_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP	GSE23505_IL6_IL1_IL23_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP		28	0.50452864	1.4000454	0.040201005	0.8585708	1.0	676	tags=43%, list=21%, signal=54%	
GSE3039_ALPHAALPHA_VS_ALPHABETA_CD8_TCELL_DN	GSE3039_ALPHAALPHA_VS_ALPHABETA_CD8_TCELL_DN		28	0.5051681	1.3998988	0.050301813	0.8550517	1.0	1036	tags=61%, list=33%, signal=90%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_UP	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_UP		29	0.5018707	1.3987945	0.035105314	0.85960424	1.0	1055	tags=62%, list=33%, signal=92%	
GSE43863_TH1_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_DN	GSE43863_TH1_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_DN		22	0.51953596	1.3966804	0.06363636	0.87328225	1.0	1096	tags=68%, list=35%, signal=104%	
GSE13411_IGM_MEMORY_BCELL_VS_PLASMA_CELL_DN	GSE13411_IGM_MEMORY_BCELL_VS_PLASMA_CELL_DN		22	0.5212263	1.3966656	0.063572146	0.8686744	1.0	223	tags=23%, list=7%, signal=24%	
GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_UP	GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_UP		28	0.5021008	1.3925985	0.037111335	0.8996673	1.0	901	tags=54%, list=29%, signal=74%	
GSE22282_HYPOXIA_VS_NORMOXIA_MYELOID_DC_DN	GSE22282_HYPOXIA_VS_NORMOXIA_MYELOID_DC_DN		34	0.4884266	1.3902439	0.036	0.9161667	1.0	579	tags=32%, list=18%, signal=39%	
GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN	GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN		43	0.4841433	1.3900266	0.032	0.91313905	1.0	1146	tags=60%, list=36%, signal=94%	
GSE30083_SP1_VS_SP2_THYMOCYTE_DN	GSE30083_SP1_VS_SP2_THYMOCYTE_DN		25	0.51397455	1.3898268	0.050251257	0.90994895	1.0	892	tags=52%, list=28%, signal=72%	
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_8H_UP	GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_8H_UP		18	0.5397028	1.3892695	0.0626927	0.9102043	1.0	365	tags=28%, list=12%, signal=31%	
GSE14415_INDUCED_VS_NATURAL_TREG_DN	GSE14415_INDUCED_VS_NATURAL_TREG_DN		20	0.5232845	1.3875767	0.05284553	0.92086816	1.0	693	tags=35%, list=22%, signal=45%	
GSE24634_NAIVE_CD4_TCELL_VS_DAY3_IL4_CONV_TREG_UP	GSE24634_NAIVE_CD4_TCELL_VS_DAY3_IL4_CONV_TREG_UP		77	0.4595801	1.3870472	0.014	0.9207393	1.0	986	tags=49%, list=31%, signal=70%	
GSE3982_BCELL_VS_BASOPHIL_DN	GSE3982_BCELL_VS_BASOPHIL_DN		25	0.5056231	1.3857379	0.055499494	0.92781734	1.0	615	tags=32%, list=19%, signal=39%	
GSE11057_PBMC_VS_MEM_CD4_TCELL_DN	GSE11057_PBMC_VS_MEM_CD4_TCELL_DN		124	0.45027438	1.3849186	0.002	0.93053627	1.0	948	tags=51%, list=30%, signal=70%	
GSE33424_CD161_HIGH_VS_NEG_CD8_TCELL_DN	GSE33424_CD161_HIGH_VS_NEG_CD8_TCELL_DN		44	0.4818937	1.3847272	0.033	0.92757946	1.0	836	tags=50%, list=26%, signal=67%	
GSE38681_WT_VS_LYL1_KO_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_UP	GSE38681_WT_VS_LYL1_KO_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_UP		38	0.48577473	1.3847007	0.044044044	0.9231353	1.0	540	tags=26%, list=17%, signal=31%	
GSE30083_SP2_VS_SP4_THYMOCYTE_DN	GSE30083_SP2_VS_SP4_THYMOCYTE_DN		39	0.48589396	1.3831549	0.039	0.9319749	1.0	903	tags=44%, list=29%, signal=60%	
GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_DN	GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_DN		15	0.5491785	1.3829633	0.08367769	0.92902046	1.0	840	tags=53%, list=27%, signal=72%	
GSE15215_CD2_POS_VS_NEG_PDC_UP	GSE15215_CD2_POS_VS_NEG_PDC_UP		25	0.5037541	1.3816302	0.051359516	0.9364856	1.0	1173	tags=68%, list=37%, signal=107%	
GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_DN	GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_DN		83	0.4560775	1.3814269	0.008	0.93379533	1.0	721	tags=35%, list=23%, signal=44%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_UP	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_UP		22	0.51575553	1.3813174	0.0751269	0.93001723	1.0	518	tags=36%, list=16%, signal=43%	
GSE18893_TCONV_VS_TREG_2H_TNF_STIM_UP	GSE18893_TCONV_VS_TREG_2H_TNF_STIM_UP		29	0.50151825	1.3811709	0.05533199	0.92687047	1.0	467	tags=24%, list=15%, signal=28%	
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP	GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP		29	0.5032599	1.3808637	0.06962664	0.9251763	1.0	776	tags=41%, list=25%, signal=54%	
GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_DN	GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_DN		66	0.46104604	1.3796293	0.018	0.93177736	1.0	699	tags=35%, list=22%, signal=44%	
GSE22886_IGG_IGA_MEMORY_BCELL_VS_BM_PLASMA_CELL_DN	GSE22886_IGG_IGA_MEMORY_BCELL_VS_BM_PLASMA_CELL_DN		25	0.5073407	1.379574	0.04752275	0.9278126	1.0	601	tags=40%, list=19%, signal=49%	
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_UP	GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_UP		30	0.48981512	1.3787676	0.047188755	0.9307376	1.0	745	tags=40%, list=24%, signal=52%	
